example_id                                                              | status | run_time        |
./spec/models/faultline/error_context_spec.rb[1:3:3:1]                  | passed | 0.06482 seconds |
./spec/models/faultline/error_context_spec.rb[1:3:4:1]                  | passed | 0.00359 seconds |
./spec/models/faultline/error_group_spec.rb[1:1:1]                      | passed | 0.00266 seconds |
./spec/models/faultline/error_group_spec.rb[1:2:1]                      | passed | 0.00274 seconds |
./spec/models/faultline/error_group_spec.rb[1:3:1]                      | passed | 0.00143 seconds |
./spec/models/faultline/error_group_spec.rb[1:4:1]                      | passed | 0.00161 seconds |
./spec/models/faultline/error_group_spec.rb[1:5:1]                      | passed | 0.00153 seconds |
./spec/models/faultline/error_group_spec.rb[1:6:1]                      | passed | 0.00174 seconds |
./spec/models/faultline/error_group_spec.rb[1:6:2]                      | passed | 0.00085 seconds |
./spec/models/faultline/error_group_spec.rb[1:7:1]                      | passed | 0.0027 seconds  |
./spec/models/faultline/error_group_spec.rb[1:8:1]                      | passed | 0.00179 seconds |
./spec/models/faultline/error_group_spec.rb[1:8:2]                      | passed | 0.00253 seconds |
./spec/models/faultline/error_group_spec.rb[1:9:1]                      | passed | 0.00084 seconds |
./spec/models/faultline/error_group_spec.rb[1:9:2]                      | passed | 0.00022 seconds |
./spec/models/faultline/error_occurrence_spec.rb[1:1:1]                 | passed | 0.00172 seconds |
./spec/models/faultline/error_occurrence_spec.rb[1:1:2]                 | passed | 0.00241 seconds |
./spec/models/faultline/error_occurrence_spec.rb[1:2:1]                 | passed | 0.00206 seconds |
./spec/models/faultline/error_occurrence_spec.rb[1:2:2]                 | passed | 0.00041 seconds |
./spec/models/faultline/error_occurrence_spec.rb[1:2:3]                 | passed | 0.00056 seconds |
./spec/models/faultline/error_occurrence_spec.rb[1:3:1]                 | passed | 0.00817 seconds |
./spec/models/faultline/error_occurrence_spec.rb[1:3:2]                 | passed | 0.00065 seconds |
./spec/models/faultline/error_occurrence_spec.rb[1:4:1]                 | passed | 0.0007 seconds  |
./spec/models/faultline/error_occurrence_spec.rb[1:5:1]                 | passed | 0.00047 seconds |
./spec/models/faultline/error_occurrence_spec.rb[1:6:1]                 | passed | 0.00486 seconds |
./spec/models/faultline/error_occurrence_spec.rb[1:7:1]                 | passed | 0.00037 seconds |
./spec/models/faultline/error_occurrence_spec.rb[1:7:2]                 | passed | 0.00023 seconds |
./spec/models/faultline/error_occurrence_spec.rb[1:7:3]                 | passed | 0.00034 seconds |
./spec/models/faultline/error_occurrence_spec.rb[1:7:4]                 | passed | 0.00036 seconds |
./spec/models/faultline/error_occurrence_spec.rb[1:7:5]                 | passed | 0.00033 seconds |
./spec/models/faultline/error_occurrence_spec.rb[1:7:6]                 | passed | 0.00039 seconds |
./spec/models/faultline/error_occurrence_spec.rb[1:8:1]                 | passed | 0.00026 seconds |
./spec/models/faultline/error_occurrence_spec.rb[1:8:2]                 | passed | 0.00024 seconds |
./spec/models/faultline/error_occurrence_spec.rb[1:8:3]                 | passed | 0.0007 seconds  |
./spec/models/faultline/error_occurrence_spec.rb[1:8:4]                 | passed | 0.00035 seconds |
./spec/models/faultline/error_occurrence_spec.rb[1:8:5]                 | passed | 0.00048 seconds |
./spec/models/faultline/error_occurrence_spec.rb[1:9:1]                 | passed | 0.00024 seconds |
./spec/models/faultline/error_occurrence_spec.rb[1:9:2]                 | passed | 0.00021 seconds |
./spec/models/faultline/error_occurrence_spec.rb[1:9:3]                 | passed | 0.00027 seconds |
./spec/models/faultline/error_occurrence_spec.rb[1:10:1]                | passed | 0.00038 seconds |
./spec/models/faultline/error_occurrence_spec.rb[1:10:2]                | passed | 0.00051 seconds |
./spec/models/faultline/error_occurrence_spec.rb[1:10:3]                | passed | 0.00071 seconds |
./spec/models/faultline/error_occurrence_spec.rb[1:11:1]                | passed | 0.00103 seconds |
./spec/models/faultline/error_occurrence_spec.rb[1:11:2]                | passed | 0.00065 seconds |
./spec/models/faultline/error_occurrence_spec.rb[1:11:3]                | passed | 0.00059 seconds |
./spec/models/faultline/error_occurrence_spec.rb[1:12:1]                | passed | 0.00178 seconds |
./spec/models/faultline/error_occurrence_spec.rb[1:13:1]                | passed | 0.00202 seconds |
./spec/models/faultline/error_occurrence_spec.rb[1:13:2]                | passed | 0.00237 seconds |
./spec/models/faultline/error_occurrence_spec.rb[1:13:3]                | passed | 0.00188 seconds |
./spec/requests/faultline/error_groups_controller_spec.rb[1:1:1]        | passed | 0.00867 seconds |
./spec/requests/faultline/error_groups_controller_spec.rb[1:1:2]        | passed | 0.01933 seconds |
./spec/requests/faultline/error_groups_controller_spec.rb[1:1:3:1]      | passed | 0.01259 seconds |
./spec/requests/faultline/error_groups_controller_spec.rb[1:1:4:1]      | passed | 0.01286 seconds |
./spec/requests/faultline/error_groups_controller_spec.rb[1:1:5:1]      | passed | 0.015 seconds   |
./spec/requests/faultline/error_groups_controller_spec.rb[1:1:5:2]      | passed | 0.00943 seconds |
./spec/requests/faultline/error_groups_controller_spec.rb[1:1:5:3]      | passed | 0.00989 seconds |
./spec/requests/faultline/error_groups_controller_spec.rb[1:1:6:1]      | passed | 0.03283 seconds |
./spec/requests/faultline/error_groups_controller_spec.rb[1:2:1]        | passed | 0.00864 seconds |
./spec/requests/faultline/error_groups_controller_spec.rb[1:2:2]        | passed | 0.01122 seconds |
./spec/requests/faultline/error_groups_controller_spec.rb[1:2:3:1]      | passed | 0.01486 seconds |
